station_nm,station_cnty,station_abbr,date,cnt_entries,cnt_exits
Richmond,Contra Costa,RICH,2019-03-12,4424,4243
Richmond,Contra Costa,RICH,2019-03-13,4490,4417
Richmond,Contra Costa,RICH,2019-03-14,4494,4320
Richmond,Contra Costa,RICH,2019-03-15,4239,4132
Richmond,Contra Costa,RICH,2019-03-16,1935,1722
Richmond,Contra Costa,RICH,2019-03-17,1390,1265
Richmond,Contra Costa,RICH,2019-03-18,4430,4143
Richmond,Contra Costa,RICH,2019-03-19,4511,4334
Richmond,Contra Costa,RICH,2019-03-20,4293,4233
Richmond,Contra Costa,RICH,2019-03-21,4520,4356
Richmond,Contra Costa,RICH,2019-03-22,4052,3975
Richmond,Contra Costa,RICH,2019-03-23,1970,2003
Richmond,Contra Costa,RICH,2019-03-24,1439,1374
Richmond,Contra Costa,RICH,2019-03-25,3955,3746
Richmond,Contra Costa,RICH,2019-03-26,4263,4062
Richmond,Contra Costa,RICH,2019-03-27,4142,4025
Richmond,Contra Costa,RICH,2019-03-28,4259,4084
Richmond,Contra Costa,RICH,2019-03-29,4108,4037
Richmond,Contra Costa,RICH,2019-03-30,1834,1808
Richmond,Contra Costa,RICH,2019-03-31,1432,1345
Richmond,Contra Costa,RICH,2019-04-01,3914,3753
Richmond,Contra Costa,RICH,2019-04-02,4254,4012
Richmond,Contra Costa,RICH,2019-04-03,4308,4189
Richmond,Contra Costa,RICH,2019-04-04,4261,4115
Richmond,Contra Costa,RICH,2019-04-05,4203,3946
Richmond,Contra Costa,RICH,2019-04-06,1833,1848
Richmond,Contra Costa,RICH,2019-04-07,1356,1278
Richmond,Contra Costa,RICH,2019-04-08,3443,3706
Richmond,Contra Costa,RICH,2019-04-09,4657,4412
Richmond,Contra Costa,RICH,2019-04-10,4564,4399
Richmond,Contra Costa,RICH,2019-04-11,4645,4473
Richmond,Contra Costa,RICH,2019-04-12,4409,4122
Richmond,Contra Costa,RICH,2019-04-13,2014,1987
Richmond,Contra Costa,RICH,2019-04-14,1416,1317
Richmond,Contra Costa,RICH,2019-04-15,4347,4074
Richmond,Contra Costa,RICH,2019-04-16,4519,4352
Richmond,Contra Costa,RICH,2019-04-17,4661,4468
Richmond,Contra Costa,RICH,2019-04-18,4580,4457
Richmond,Contra Costa,RICH,2019-04-19,4136,3991
Richmond,Contra Costa,RICH,2019-04-20,2193,2047
Richmond,Contra Costa,RICH,2019-04-21,1347,1258
Richmond,Contra Costa,RICH,2019-04-22,4371,4097
Richmond,Contra Costa,RICH,2019-04-23,4588,4317
Richmond,Contra Costa,RICH,2019-04-24,4614,4473
Richmond,Contra Costa,RICH,2019-04-25,4536,4334
Richmond,Contra Costa,RICH,2019-04-26,4354,4041
Richmond,Contra Costa,RICH,2019-04-27,1922,1922
Richmond,Contra Costa,RICH,2019-04-28,1330,1351
Richmond,Contra Costa,RICH,2019-04-29,4476,4195
Richmond,Contra Costa,RICH,2019-04-30,4647,4422
Richmond,Contra Costa,RICH,2019-05-01,4701,4489
Richmond,Contra Costa,RICH,2019-05-02,4643,4483
Richmond,Contra Costa,RICH,2019-05-03,4442,4126
Richmond,Contra Costa,RICH,2019-05-04,1877,1839
Richmond,Contra Costa,RICH,2019-05-05,1373,1343
Richmond,Contra Costa,RICH,2019-05-06,4331,4075
Richmond,Contra Costa,RICH,2019-05-07,4675,4482
Richmond,Contra Costa,RICH,2019-05-08,4631,4495
Richmond,Contra Costa,RICH,2019-05-09,4728,4639
Richmond,Contra Costa,RICH,2019-05-10,4457,4133
Richmond,Contra Costa,RICH,2019-05-11,1945,1970
Richmond,Contra Costa,RICH,2019-05-12,1384,1419
Richmond,Contra Costa,RICH,2019-05-13,4473,4154
Richmond,Contra Costa,RICH,2019-05-14,4714,4462
Richmond,Contra Costa,RICH,2019-05-15,4386,4226
Richmond,Contra Costa,RICH,2019-05-16,4329,4248
Richmond,Contra Costa,RICH,2019-05-17,4285,3987
Richmond,Contra Costa,RICH,2019-05-18,1667,1701
Richmond,Contra Costa,RICH,2019-05-19,1275,1235
Richmond,Contra Costa,RICH,2019-05-20,4372,4227
Richmond,Contra Costa,RICH,2019-05-21,4456,4313
Richmond,Contra Costa,RICH,2019-05-22,4447,4227
Richmond,Contra Costa,RICH,2019-05-23,4382,4264
Richmond,Contra Costa,RICH,2019-05-24,4150,3942
Richmond,Contra Costa,RICH,2019-05-25,1983,1943
Richmond,Contra Costa,RICH,2019-05-26,1394,1422
Richmond,Contra Costa,RICH,2019-05-27,1470,1463
Richmond,Contra Costa,RICH,2019-05-28,4348,4018
Richmond,Contra Costa,RICH,2019-05-29,4815,4326
Richmond,Contra Costa,RICH,2019-05-30,4441,4209
Richmond,Contra Costa,RICH,2019-05-31,4325,4068
Richmond,Contra Costa,RICH,2019-06-01,1983,1928
Richmond,Contra Costa,RICH,2019-06-02,1354,1463
Richmond,Contra Costa,RICH,2019-06-03,4250,3949
Richmond,Contra Costa,RICH,2019-06-04,4378,4147
Richmond,Contra Costa,RICH,2019-06-05,4413,4221
Richmond,Contra Costa,RICH,2019-06-06,4393,4043
Richmond,Contra Costa,RICH,2019-06-07,4326,4056
Richmond,Contra Costa,RICH,2019-06-08,1999,1957
Richmond,Contra Costa,RICH,2019-06-09,1527,1454
Richmond,Contra Costa,RICH,2019-06-10,4233,3839
Richmond,Contra Costa,RICH,2019-06-11,4429,4195
Richmond,Contra Costa,RICH,2019-06-12,4644,4479
Richmond,Contra Costa,RICH,2019-06-13,4570,4423
Richmond,Contra Costa,RICH,2019-06-14,4459,4276
Richmond,Contra Costa,RICH,2019-06-15,2155,2142
Richmond,Contra Costa,RICH,2019-06-16,1542,1512
Richmond,Contra Costa,RICH,2019-06-17,4327,4167
Richmond,Contra Costa,RICH,2019-06-18,4549,4374
Richmond,Contra Costa,RICH,2019-06-19,4577,4456
Richmond,Contra Costa,RICH,2019-06-20,4583,4411
Richmond,Contra Costa,RICH,2019-06-21,4382,4219
Richmond,Contra Costa,RICH,2019-06-22,2147,2186
Richmond,Contra Costa,RICH,2019-06-23,1498,1457
Richmond,Contra Costa,RICH,2019-06-24,4320,4106
Richmond,Contra Costa,RICH,2019-06-25,4671,4438
Richmond,Contra Costa,RICH,2019-06-26,4686,4545
Richmond,Contra Costa,RICH,2019-06-27,4633,4464
Richmond,Contra Costa,RICH,2019-06-28,4380,4187
Richmond,Contra Costa,RICH,2019-06-29,2451,2279
Richmond,Contra Costa,RICH,2019-06-30,2299,2159
Richmond,Contra Costa,RICH,2019-07-01,4371,4218
Richmond,Contra Costa,RICH,2019-07-02,4475,4302
Richmond,Contra Costa,RICH,2019-07-03,4415,4350
Richmond,Contra Costa,RICH,2019-07-04,1433,1537
Richmond,Contra Costa,RICH,2019-07-05,3179,3059
Richmond,Contra Costa,RICH,2019-07-06,1885,1761
Richmond,Contra Costa,RICH,2019-07-07,1482,1360
Richmond,Contra Costa,RICH,2019-07-08,4314,4126
Richmond,Contra Costa,RICH,2019-07-09,4515,4307
Richmond,Contra Costa,RICH,2019-07-10,4626,4571
Richmond,Contra Costa,RICH,2019-07-11,4555,4421
Richmond,Contra Costa,RICH,2019-07-12,4455,4330
Richmond,Contra Costa,RICH,2019-07-13,2002,1994
Richmond,Contra Costa,RICH,2019-07-14,1412,1379
Richmond,Contra Costa,RICH,2019-07-15,4370,4150
Richmond,Contra Costa,RICH,2019-07-16,4543,4367
Richmond,Contra Costa,RICH,2019-07-17,4637,4541
Richmond,Contra Costa,RICH,2019-07-18,4681,4460
Richmond,Contra Costa,RICH,2019-07-19,4428,4294
Richmond,Contra Costa,RICH,2019-07-20,2072,2085
Richmond,Contra Costa,RICH,2019-07-21,1454,1482
Richmond,Contra Costa,RICH,2019-07-22,4323,4128
Richmond,Contra Costa,RICH,2019-07-23,4699,4448
Richmond,Contra Costa,RICH,2019-07-24,4577,4434
Richmond,Contra Costa,RICH,2019-07-25,4623,4387
Richmond,Contra Costa,RICH,2019-07-26,4236,4109
Richmond,Contra Costa,RICH,2019-07-27,2111,2042
Richmond,Contra Costa,RICH,2019-07-28,1527,1506
Richmond,Contra Costa,RICH,2019-07-29,4386,3901
Richmond,Contra Costa,RICH,2019-07-30,4513,4359
Richmond,Contra Costa,RICH,2019-07-31,4590,4375
Richmond,Contra Costa,RICH,2019-08-01,4626,4369
Richmond,Contra Costa,RICH,2019-08-02,4262,4123
Richmond,Contra Costa,RICH,2019-08-03,2030,2049
Richmond,Contra Costa,RICH,2019-08-04,1448,1468
Richmond,Contra Costa,RICH,2019-08-05,4328,4138
Richmond,Contra Costa,RICH,2019-08-06,4480,4286
Richmond,Contra Costa,RICH,2019-08-07,4549,4470
Richmond,Contra Costa,RICH,2019-08-08,4428,4300
Richmond,Contra Costa,RICH,2019-08-09,4347,4103
Richmond,Contra Costa,RICH,2019-08-10,2213,2200
Richmond,Contra Costa,RICH,2019-08-11,1480,1557
Richmond,Contra Costa,RICH,2019-08-12,4286,4131
Richmond,Contra Costa,RICH,2019-08-13,4575,4336
Richmond,Contra Costa,RICH,2019-08-14,4664,4528
Richmond,Contra Costa,RICH,2019-08-15,4575,4435
Richmond,Contra Costa,RICH,2019-08-16,4322,4243
Richmond,Contra Costa,RICH,2019-08-17,2047,2106
Richmond,Contra Costa,RICH,2019-08-18,1530,1516
Richmond,Contra Costa,RICH,2019-08-19,4452,4335
Richmond,Contra Costa,RICH,2019-08-20,4657,4515
Richmond,Contra Costa,RICH,2019-08-21,4747,4593
Richmond,Contra Costa,RICH,2019-08-22,4772,4681
Richmond,Contra Costa,RICH,2019-08-23,4537,4281
Richmond,Contra Costa,RICH,2019-08-24,2137,2178
Richmond,Contra Costa,RICH,2019-08-25,1562,1527
Richmond,Contra Costa,RICH,2019-08-26,4679,4578
Richmond,Contra Costa,RICH,2019-08-27,4795,4732
Richmond,Contra Costa,RICH,2019-08-28,4882,4788
Richmond,Contra Costa,RICH,2019-08-29,4956,4825
Richmond,Contra Costa,RICH,2019-08-30,4525,4333
Richmond,Contra Costa,RICH,2019-08-31,2136,2019
Richmond,Contra Costa,RICH,2019-09-01,1429,1531
Richmond,Contra Costa,RICH,2019-09-02,1609,1556
Richmond,Contra Costa,RICH,2019-09-03,4819,4619
Richmond,Contra Costa,RICH,2019-09-04,4823,4730
Richmond,Contra Costa,RICH,2019-09-05,5179,4942
Richmond,Contra Costa,RICH,2019-09-06,4691,4456
Richmond,Contra Costa,RICH,2019-09-07,2021,2100
Richmond,Contra Costa,RICH,2019-09-08,1476,1506
Richmond,Contra Costa,RICH,2019-09-09,4881,4665
Richmond,Contra Costa,RICH,2019-09-10,4992,4838
Richmond,Contra Costa,RICH,2019-09-11,4871,4883
Richmond,Contra Costa,RICH,2019-09-12,4968,4698
Richmond,Contra Costa,RICH,2019-09-13,4570,4488
Richmond,Contra Costa,RICH,2019-09-14,2087,2156
Richmond,Contra Costa,RICH,2019-09-15,1620,1547
Richmond,Contra Costa,RICH,2019-09-16,4581,4434
Richmond,Contra Costa,RICH,2019-09-17,5005,4827
Richmond,Contra Costa,RICH,2019-09-18,4937,4805
Richmond,Contra Costa,RICH,2019-09-19,4856,4117
Richmond,Contra Costa,RICH,2019-09-20,4643,4491
Richmond,Contra Costa,RICH,2019-09-21,2124,2179
Richmond,Contra Costa,RICH,2019-09-22,1493,1460
Richmond,Contra Costa,RICH,2019-09-23,4800,4593
Richmond,Contra Costa,RICH,2019-09-24,4929,4635
Richmond,Contra Costa,RICH,2019-09-25,4980,4887
Richmond,Contra Costa,RICH,2019-09-26,5086,4746
Richmond,Contra Costa,RICH,2019-09-27,4750,4581
Richmond,Contra Costa,RICH,2019-09-28,2282,2248
Richmond,Contra Costa,RICH,2019-09-29,1658,1605
Richmond,Contra Costa,RICH,2019-09-30,4708,4574
Richmond,Contra Costa,RICH,2019-10-01,4929,4764
Richmond,Contra Costa,RICH,2019-10-02,5154,4847
Richmond,Contra Costa,RICH,2019-10-03,5057,4955
Richmond,Contra Costa,RICH,2019-10-04,4684,4517
Richmond,Contra Costa,RICH,2019-10-05,2061,2147
Richmond,Contra Costa,RICH,2019-10-06,1542,1472
Richmond,Contra Costa,RICH,2019-10-07,4659,4515
Richmond,Contra Costa,RICH,2019-10-08,4918,4677
Richmond,Contra Costa,RICH,2019-10-09,4560,4376
Richmond,Contra Costa,RICH,2019-10-10,4795,4562
Richmond,Contra Costa,RICH,2019-10-11,4524,4346
Richmond,Contra Costa,RICH,2019-10-12,2133,2281
Richmond,Contra Costa,RICH,2019-10-13,1597,1553
Richmond,Contra Costa,RICH,2019-10-14,3991,3824
Richmond,Contra Costa,RICH,2019-10-15,4807,4805
Richmond,Contra Costa,RICH,2019-10-16,4952,4803
Richmond,Contra Costa,RICH,2019-10-17,4894,4797
Richmond,Contra Costa,RICH,2019-10-18,4594,4322
Richmond,Contra Costa,RICH,2019-10-19,2133,2120
Richmond,Contra Costa,RICH,2019-10-20,1457,1470
Richmond,Contra Costa,RICH,2019-10-21,4673,4604
Richmond,Contra Costa,RICH,2019-10-22,4792,4417
Richmond,Contra Costa,RICH,2019-10-23,4858,4710
Richmond,Contra Costa,RICH,2019-10-24,4845,4657
Richmond,Contra Costa,RICH,2019-10-25,4578,4438
Richmond,Contra Costa,RICH,2019-10-26,2088,2041
Richmond,Contra Costa,RICH,2019-10-27,1389,1394
Richmond,Contra Costa,RICH,2019-10-28,4397,4205
Richmond,Contra Costa,RICH,2019-10-29,4837,4722
Richmond,Contra Costa,RICH,2019-10-30,4785,4697
Richmond,Contra Costa,RICH,2019-10-31,4570,4287
Richmond,Contra Costa,RICH,2019-11-01,4320,4198
Richmond,Contra Costa,RICH,2019-11-02,2139,2127
Richmond,Contra Costa,RICH,2019-11-03,1473,1517
Richmond,Contra Costa,RICH,2019-11-04,4746,4504
Richmond,Contra Costa,RICH,2019-11-05,4922,4768
Richmond,Contra Costa,RICH,2019-11-06,5007,4849
Richmond,Contra Costa,RICH,2019-11-07,5010,4852
Richmond,Contra Costa,RICH,2019-11-08,4643,4464
Richmond,Contra Costa,RICH,2019-11-09,2079,2118
Richmond,Contra Costa,RICH,2019-11-10,1458,1419
Richmond,Contra Costa,RICH,2019-11-11,3316,3056
Richmond,Contra Costa,RICH,2019-11-12,4924,4692
Richmond,Contra Costa,RICH,2019-11-13,4990,4856
Richmond,Contra Costa,RICH,2019-11-14,4985,4835
Richmond,Contra Costa,RICH,2019-11-15,4645,4340
Richmond,Contra Costa,RICH,2019-11-16,2250,2398
Richmond,Contra Costa,RICH,2019-11-17,1578,1635
Richmond,Contra Costa,RICH,2019-11-18,4812,4568
Richmond,Contra Costa,RICH,2019-11-19,4865,4667
Richmond,Contra Costa,RICH,2019-11-20,4993,4832
Richmond,Contra Costa,RICH,2019-11-21,4815,4712
Richmond,Contra Costa,RICH,2019-11-22,4566,4380
Richmond,Contra Costa,RICH,2019-11-23,1987,2003
Richmond,Contra Costa,RICH,2019-11-24,1447,1523
Richmond,Contra Costa,RICH,2019-11-25,4307,4067
Richmond,Contra Costa,RICH,2019-11-26,4222,4211
Richmond,Contra Costa,RICH,2019-11-27,3743,3966
Richmond,Contra Costa,RICH,2019-11-28,953,1207
Richmond,Contra Costa,RICH,2019-11-29,2383,2022
Richmond,Contra Costa,RICH,2019-11-30,1751,1540
Richmond,Contra Costa,RICH,2019-12-01,1400,1188
Richmond,Contra Costa,RICH,2019-12-02,4580,4255
Richmond,Contra Costa,RICH,2019-12-03,4814,4605
Richmond,Contra Costa,RICH,2019-12-04,4724,4494
Richmond,Contra Costa,RICH,2019-12-05,4909,4680
Richmond,Contra Costa,RICH,2019-12-06,4501,4252
Richmond,Contra Costa,RICH,2019-12-07,1845,1860
Richmond,Contra Costa,RICH,2019-12-08,1444,1471
Richmond,Contra Costa,RICH,2019-12-09,4638,4381
Richmond,Contra Costa,RICH,2019-12-10,4750,4556
Richmond,Contra Costa,RICH,2019-12-11,4866,4654
Richmond,Contra Costa,RICH,2019-12-12,4782,4477
Richmond,Contra Costa,RICH,2019-12-13,4603,4248
Richmond,Contra Costa,RICH,2019-12-14,2282,2157
Richmond,Contra Costa,RICH,2019-12-15,1612,1586
Richmond,Contra Costa,RICH,2019-12-16,4501,4217
Richmond,Contra Costa,RICH,2019-12-17,4562,4344
Richmond,Contra Costa,RICH,2019-12-18,4422,4252
Richmond,Contra Costa,RICH,2019-12-19,4402,4319
Richmond,Contra Costa,RICH,2019-12-20,4305,4094
Richmond,Contra Costa,RICH,2019-12-21,2032,2074
Richmond,Contra Costa,RICH,2019-12-22,1271,1310
Richmond,Contra Costa,RICH,2019-12-23,3573,3451
Richmond,Contra Costa,RICH,2019-12-24,2274,2510
Richmond,Contra Costa,RICH,2019-12-25,784,775
Richmond,Contra Costa,RICH,2019-12-26,3149,2679
Richmond,Contra Costa,RICH,2019-12-27,3322,2909
Richmond,Contra Costa,RICH,2019-12-28,1822,1774
Richmond,Contra Costa,RICH,2019-12-29,1199,1124
Richmond,Contra Costa,RICH,2019-12-30,3366,3035
Richmond,Contra Costa,RICH,2019-12-31,2998,2655
Richmond,Contra Costa,RICH,2020-01-01,1046,1305
Richmond,Contra Costa,RICH,2020-01-02,3480,3198
Richmond,Contra Costa,RICH,2020-01-03,3595,3375
Richmond,Contra Costa,RICH,2020-01-04,1801,1737
Richmond,Contra Costa,RICH,2020-01-05,1300,1291
Richmond,Contra Costa,RICH,2020-01-06,4144,3966
Richmond,Contra Costa,RICH,2020-01-07,4317,4169
Richmond,Contra Costa,RICH,2020-01-08,4340,4155
Richmond,Contra Costa,RICH,2020-01-09,4152,4074
Richmond,Contra Costa,RICH,2020-01-10,4241,4139
Richmond,Contra Costa,RICH,2020-01-11,1904,1860
Richmond,Contra Costa,RICH,2020-01-12,1194,1218
Richmond,Contra Costa,RICH,2020-01-13,4179,4100
Richmond,Contra Costa,RICH,2020-01-14,4426,4389
Richmond,Contra Costa,RICH,2020-01-15,4421,4295
Richmond,Contra Costa,RICH,2020-01-16,4094,3966
Richmond,Contra Costa,RICH,2020-01-17,4129,3953
Richmond,Contra Costa,RICH,2020-01-18,1959,1960
Richmond,Contra Costa,RICH,2020-01-19,1221,1328
Richmond,Contra Costa,RICH,2020-01-20,2283,2229
Richmond,Contra Costa,RICH,2020-01-22,4598,4485
Richmond,Contra Costa,RICH,2020-01-23,4562,4454
Richmond,Contra Costa,RICH,2020-01-24,4555,4307
Richmond,Contra Costa,RICH,2020-01-25,1970,2040
Richmond,Contra Costa,RICH,2020-01-26,1265,1311
Richmond,Contra Costa,RICH,2020-01-27,4549,4367
Richmond,Contra Costa,RICH,2020-01-28,4680,4541
Richmond,Contra Costa,RICH,2020-01-29,4640,4468
Richmond,Contra Costa,RICH,2020-01-30,4672,4530
Richmond,Contra Costa,RICH,2020-01-31,4516,4311
Richmond,Contra Costa,RICH,2020-02-01,1877,1969
Richmond,Contra Costa,RICH,2020-02-02,1297,1341
Richmond,Contra Costa,RICH,2020-02-03,4507,4313
Richmond,Contra Costa,RICH,2020-02-04,4585,4487
Richmond,Contra Costa,RICH,2020-02-05,4595,4532
Richmond,Contra Costa,RICH,2020-02-06,4681,4544
Richmond,Contra Costa,RICH,2020-02-07,4423,4287
Richmond,Contra Costa,RICH,2020-02-08,2150,2124
Richmond,Contra Costa,RICH,2020-02-09,1311,1295
Richmond,Contra Costa,RICH,2020-02-10,4425,4227
Richmond,Contra Costa,RICH,2020-02-11,4831,4685
Richmond,Contra Costa,RICH,2020-02-12,4567,4560
Richmond,Contra Costa,RICH,2020-02-13,4685,4557
Richmond,Contra Costa,RICH,2020-02-14,4271,4042
Richmond,Contra Costa,RICH,2020-02-15,1358,825
Richmond,Contra Costa,RICH,2020-02-16,1382,1386
Richmond,Contra Costa,RICH,2020-02-17,2656,2566
Richmond,Contra Costa,RICH,2020-02-18,4829,4540
Richmond,Contra Costa,RICH,2020-02-20,4559,4368
Richmond,Contra Costa,RICH,2020-02-21,4388,4062
Richmond,Contra Costa,RICH,2020-02-22,1964,1953
Richmond,Contra Costa,RICH,2020-02-23,1299,1262
Richmond,Contra Costa,RICH,2020-02-25,4782,4651
Richmond,Contra Costa,RICH,2020-02-26,4626,4508
Richmond,Contra Costa,RICH,2020-02-27,4664,4499
Richmond,Contra Costa,RICH,2020-02-28,4417,4208
Richmond,Contra Costa,RICH,2020-02-29,1909,1999
Richmond,Contra Costa,RICH,2020-03-01,1325,1301
Richmond,Contra Costa,RICH,2020-03-02,4404,4242
Richmond,Contra Costa,RICH,2020-03-03,4633,4502
Richmond,Contra Costa,RICH,2020-03-04,4581,4387
Richmond,Contra Costa,RICH,2020-03-05,4474,4395
Richmond,Contra Costa,RICH,2020-03-06,4134,3920
Richmond,Contra Costa,RICH,2020-03-07,1677,1754
Richmond,Contra Costa,RICH,2020-03-08,1191,1157
Richmond,Contra Costa,RICH,2020-03-09,4048,3905
Richmond,Contra Costa,RICH,2020-03-10,3800,3762
Richmond,Contra Costa,RICH,2020-03-11,3786,3755
Richmond,Contra Costa,RICH,2020-03-12,3535,3422
Richmond,Contra Costa,RICH,2020-03-13,3103,2995
Richmond,Contra Costa,RICH,2020-03-14,1165,1192
Richmond,Contra Costa,RICH,2020-03-15,842,835
Richmond,Contra Costa,RICH,2020-03-16,2255,2270
Richmond,Contra Costa,RICH,2020-03-17,1178,1222
Richmond,Contra Costa,RICH,2020-03-18,1151,1137
Richmond,Contra Costa,RICH,2020-03-19,1154,1156
Richmond,Contra Costa,RICH,2020-03-20,1047,1069
Richmond,Contra Costa,RICH,2020-03-21,496,484
Richmond,Contra Costa,RICH,2020-03-22,358,342
Richmond,Contra Costa,RICH,2020-03-23,905,860
Richmond,Contra Costa,RICH,2020-03-24,776,804
Richmond,Contra Costa,RICH,2020-03-25,825,824
Richmond,Contra Costa,RICH,2020-03-26,814,795
Richmond,Contra Costa,RICH,2020-03-27,845,831
Richmond,Contra Costa,RICH,2020-03-28,342,334
Richmond,Contra Costa,RICH,2020-03-29,264,266
Richmond,Contra Costa,RICH,2020-03-30,773,759
Richmond,Contra Costa,RICH,2020-03-31,793,768
Richmond,Contra Costa,RICH,2020-04-01,802,762
Richmond,Contra Costa,RICH,2020-04-02,796,775
Richmond,Contra Costa,RICH,2020-04-03,770,745
Richmond,Contra Costa,RICH,2020-04-04,281,307
Richmond,Contra Costa,RICH,2020-04-05,232,204
Richmond,Contra Costa,RICH,2020-04-06,682,673
Richmond,Contra Costa,RICH,2020-04-07,711,709
Richmond,Contra Costa,RICH,2020-04-08,695,676
Richmond,Contra Costa,RICH,2020-04-09,662,684
Richmond,Contra Costa,RICH,2020-04-10,687,671
Richmond,Contra Costa,RICH,2020-04-11,332,349
Richmond,Contra Costa,RICH,2020-04-12,214,215
Richmond,Contra Costa,RICH,2020-04-13,672,634
Richmond,Contra Costa,RICH,2020-04-14,696,682
Richmond,Contra Costa,RICH,2020-04-15,723,679
Richmond,Contra Costa,RICH,2020-04-16,685,676
Richmond,Contra Costa,RICH,2020-04-17,679,701
Richmond,Contra Costa,RICH,2020-04-18,334,341
Richmond,Contra Costa,RICH,2020-04-19,240,228
Richmond,Contra Costa,RICH,2020-04-20,666,624
Richmond,Contra Costa,RICH,2020-04-21,677,672
Richmond,Contra Costa,RICH,2020-04-22,701,674
Richmond,Contra Costa,RICH,2020-04-23,699,680
Richmond,Contra Costa,RICH,2020-04-24,702,664
Richmond,Contra Costa,RICH,2020-04-25,341,381
Richmond,Contra Costa,RICH,2020-04-26,255,258
Richmond,Contra Costa,RICH,2020-04-27,708,657
Richmond,Contra Costa,RICH,2020-04-29,719,679
Richmond,Contra Costa,RICH,2020-04-30,685,675
Richmond,Contra Costa,RICH,2020-05-01,756,744
Richmond,Contra Costa,RICH,2020-05-02,371,406
Richmond,Contra Costa,RICH,2020-05-03,308,307
Richmond,Contra Costa,RICH,2020-05-04,766,722
Richmond,Contra Costa,RICH,2020-05-05,756,730
Richmond,Contra Costa,RICH,2020-05-06,783,774
Richmond,Contra Costa,RICH,2020-05-07,753,728
Richmond,Contra Costa,RICH,2020-05-08,765,754
Richmond,Contra Costa,RICH,2020-05-09,419,404
Richmond,Contra Costa,RICH,2020-05-10,279,300
Richmond,Contra Costa,RICH,2020-05-11,715,737
Richmond,Contra Costa,RICH,2020-05-12,801,783
Richmond,Contra Costa,RICH,2020-05-13,768,761
Richmond,Contra Costa,RICH,2020-05-14,813,793
Richmond,Contra Costa,RICH,2020-05-15,838,796
Richmond,Contra Costa,RICH,2020-05-16,398,458
Richmond,Contra Costa,RICH,2020-05-17,298,277
Richmond,Contra Costa,RICH,2020-05-18,798,761
Richmond,Contra Costa,RICH,2020-05-19,853,834
Richmond,Contra Costa,RICH,2020-05-20,815,818
Richmond,Contra Costa,RICH,2020-05-21,896,827
Richmond,Contra Costa,RICH,2020-05-22,880,824
Richmond,Contra Costa,RICH,2020-05-23,386,447
Richmond,Contra Costa,RICH,2020-05-24,321,347
Richmond,Contra Costa,RICH,2020-05-25,429,401
Richmond,Contra Costa,RICH,2020-05-26,852,836
Richmond,Contra Costa,RICH,2020-05-27,916,892
Richmond,Contra Costa,RICH,2020-05-28,899,885
Richmond,Contra Costa,RICH,2020-05-29,920,900
Richmond,Contra Costa,RICH,2020-05-30,420,451
Richmond,Contra Costa,RICH,2020-05-31,335,344
Richmond,Contra Costa,RICH,2020-06-01,909,865
Richmond,Contra Costa,RICH,2020-06-02,906,891
Richmond,Contra Costa,RICH,2020-06-03,950,949
Richmond,Contra Costa,RICH,2020-06-04,1011,1004
Richmond,Contra Costa,RICH,2020-06-05,1038,1028
Richmond,Contra Costa,RICH,2020-06-06,466,515
Richmond,Contra Costa,RICH,2020-06-07,398,400
Richmond,Contra Costa,RICH,2020-06-08,1015,982
Richmond,Contra Costa,RICH,2020-06-09,1064,1100
Richmond,Contra Costa,RICH,2020-06-10,1140,1176
Richmond,Contra Costa,RICH,2020-06-11,1129,1128
Richmond,Contra Costa,RICH,2020-06-12,1040,1041
Richmond,Contra Costa,RICH,2020-06-13,525,537
Richmond,Contra Costa,RICH,2020-06-14,401,401
Richmond,Contra Costa,RICH,2020-06-15,1031,1027
Richmond,Contra Costa,RICH,2020-06-16,1093,1090
Richmond,Contra Costa,RICH,2020-06-17,1105,1130
Richmond,Contra Costa,RICH,2020-06-18,1109,1100
Richmond,Contra Costa,RICH,2020-06-19,1164,1120
Richmond,Contra Costa,RICH,2020-06-20,559,591
Richmond,Contra Costa,RICH,2020-06-21,441,439
Richmond,Contra Costa,RICH,2020-06-22,1102,1071
Richmond,Contra Costa,RICH,2020-06-23,1069,1044
Richmond,Contra Costa,RICH,2020-06-24,1105,1125
Richmond,Contra Costa,RICH,2020-06-25,1109,1109
Richmond,Contra Costa,RICH,2020-06-26,1121,1047
Richmond,Contra Costa,RICH,2020-06-27,514,570
Richmond,Contra Costa,RICH,2020-06-28,439,431
Richmond,Contra Costa,RICH,2020-06-29,1117,1050
Richmond,Contra Costa,RICH,2020-06-30,1135,1134
Richmond,Contra Costa,RICH,2020-07-01,1168,1136
Richmond,Contra Costa,RICH,2020-07-02,1170,1185
Richmond,Contra Costa,RICH,2020-07-03,878,840
Richmond,Contra Costa,RICH,2020-07-04,466,519
Richmond,Contra Costa,RICH,2020-07-05,453,447
Richmond,Contra Costa,RICH,2020-07-06,1171,1101
Richmond,Contra Costa,RICH,2020-07-07,1182,1153
Richmond,Contra Costa,RICH,2020-07-08,1173,1112
Richmond,Contra Costa,RICH,2020-07-09,1184,1148
Richmond,Contra Costa,RICH,2020-07-10,1148,1118
Richmond,Contra Costa,RICH,2020-07-11,590,601
Richmond,Contra Costa,RICH,2020-07-12,451,413
Richmond,Contra Costa,RICH,2020-07-13,1088,1083
Richmond,Contra Costa,RICH,2020-07-14,1116,1072
